Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:35.76M (Peak 35.76M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:51.29M (Peak 51.29M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B127 • Innovation District
Fra:1 Mem:51.35M (Peak 51.35M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B128 • Innovation District
Fra:1 Mem:51.40M (Peak 51.40M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B129 • Innovation District
Fra:1 Mem:51.51M (Peak 51.51M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B130 • Innovation District
Fra:1 Mem:51.60M (Peak 51.60M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B131 • Innovation District
Fra:1 Mem:51.65M (Peak 51.65M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B132 • Innovation District
Fra:1 Mem:51.76M (Peak 51.76M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B133 • Innovation District
Fra:1 Mem:51.92M (Peak 51.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B134 • Innovation District
Fra:1 Mem:51.92M (Peak 51.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B135 • Innovation District
Fra:1 Mem:51.93M (Peak 51.93M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B136 • Innovation District
Fra:1 Mem:52.19M (Peak 52.19M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B137 • Innovation District
Fra:1 Mem:52.30M (Peak 52.30M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B138 • Innovation District
Fra:1 Mem:52.28M (Peak 52.30M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B140 • Garden Quarter
Fra:1 Mem:52.43M (Peak 52.43M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B141 • Garden Quarter
Fra:1 Mem:52.44M (Peak 52.44M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B142 • Garden Quarter
Fra:1 Mem:52.49M (Peak 52.49M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B143 • Garden Quarter
Fra:1 Mem:52.56M (Peak 52.56M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B144 • Garden Quarter
Fra:1 Mem:52.58M (Peak 52.58M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B145 • Garden Quarter
Fra:1 Mem:52.64M (Peak 52.64M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B146 • Garden Quarter
Fra:1 Mem:52.63M (Peak 52.64M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B147 • Garden Quarter
Fra:1 Mem:52.72M (Peak 52.72M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B148 • Garden Quarter
Fra:1 Mem:52.76M (Peak 52.76M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B149 • Garden Quarter
Fra:1 Mem:52.80M (Peak 52.80M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B150 • Garden Quarter
Fra:1 Mem:52.87M (Peak 52.87M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B151 • Innovation District
Fra:1 Mem:52.93M (Peak 52.93M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B152 • Innovation District
Fra:1 Mem:53.00M (Peak 53.00M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B153 • Innovation District
Fra:1 Mem:53.13M (Peak 53.13M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B154 • Innovation District
Fra:1 Mem:53.18M (Peak 53.18M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B155 • Innovation District
Fra:1 Mem:53.34M (Peak 53.34M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B156 • Innovation District
Fra:1 Mem:53.53M (Peak 53.53M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B157 • Innovation District
Fra:1 Mem:53.57M (Peak 53.57M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B158 • Innovation District
Fra:1 Mem:53.63M (Peak 53.63M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B159 • Innovation District
Fra:1 Mem:53.70M (Peak 53.70M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B160 • Innovation District
Fra:1 Mem:53.69M (Peak 53.70M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B161 • Innovation District
Fra:1 Mem:53.78M (Peak 53.78M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B162 • Innovation District
Fra:1 Mem:53.88M (Peak 53.88M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B163 • Innovation District
Fra:1 Mem:54.08M (Peak 54.08M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B164 • Innovation District
Fra:1 Mem:54.20M (Peak 54.20M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B165 • Innovation District
Fra:1 Mem:54.31M (Peak 54.31M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B166 • Innovation District
Fra:1 Mem:54.32M (Peak 54.34M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B167 • Innovation District
Fra:1 Mem:54.32M (Peak 54.34M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B168 • Innovation District
Fra:1 Mem:54.51M (Peak 54.51M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B169 • Garden Quarter
Fra:1 Mem:54.54M (Peak 54.54M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B170 • Garden Quarter
Fra:1 Mem:54.59M (Peak 54.59M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B171 • Garden Quarter
Fra:1 Mem:54.59M (Peak 54.59M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B172 • Garden Quarter
Fra:1 Mem:54.62M (Peak 54.62M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B173 • Garden Quarter
Fra:1 Mem:54.67M (Peak 54.67M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Afternoon sun
Fra:1 Mem:54.73M (Peak 54.73M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B174 • Garden Quarter
Fra:1 Mem:54.76M (Peak 54.76M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sky fill
Fra:1 Mem:54.78M (Peak 54.78M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Warm softbox
Fra:1 Mem:54.79M (Peak 54.79M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Studio floor • excluded from GLB
Fra:1 Mem:54.76M (Peak 54.79M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B175 • Garden Quarter
Fra:1 Mem:54.76M (Peak 54.79M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B176 • Garden Quarter
Fra:1 Mem:54.78M (Peak 54.79M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B178 • Garden Quarter
Fra:1 Mem:54.99M (Peak 54.99M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B179 • Garden Quarter
Fra:1 Mem:55.05M (Peak 55.05M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Four station shelters • batched
Fra:1 Mem:55.13M (Peak 55.13M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B180 • Garden Quarter
Fra:1 Mem:55.11M (Peak 55.13M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B181 • Garden Quarter
Fra:1 Mem:55.17M (Peak 55.17M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B182 • Garden Quarter
Fra:1 Mem:55.25M (Peak 55.25M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B183 • Garden Quarter
Fra:1 Mem:55.25M (Peak 55.25M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B184 • Garden Quarter
Fra:1 Mem:55.31M (Peak 55.31M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B185 • Garden Quarter
Fra:1 Mem:55.32M (Peak 55.32M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Existing transit • corridor offset 2 m for visibility
Fra:1 Mem:55.32M (Peak 55.32M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B187 • Innovation District
Fra:1 Mem:55.37M (Peak 55.38M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B188 • Innovation District
Fra:1 Mem:55.54M (Peak 55.54M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B189 • Innovation District
Fra:1 Mem:55.61M (Peak 55.61M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B191 • Innovation District
Fra:1 Mem:55.69M (Peak 55.69M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B192 • Innovation District
Fra:1 Mem:56.01M (Peak 56.01M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B193 • Innovation District
Fra:1 Mem:56.03M (Peak 56.03M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B194 • Innovation District
Fra:1 Mem:56.14M (Peak 56.14M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B195 • Innovation District
Fra:1 Mem:56.20M (Peak 56.20M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B196 • Innovation District
Fra:1 Mem:56.22M (Peak 56.22M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B198 • Innovation District
Fra:1 Mem:56.35M (Peak 56.35M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B204 • Innovation District
Fra:1 Mem:56.49M (Peak 56.49M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B199 • Innovation District
Fra:1 Mem:56.54M (Peak 56.54M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B200 • Innovation District
Fra:1 Mem:56.62M (Peak 56.62M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B201 • Innovation District
Fra:1 Mem:56.64M (Peak 56.64M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B202 • Innovation District
Fra:1 Mem:56.84M (Peak 56.84M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B203 • Innovation District
Fra:1 Mem:56.92M (Peak 56.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:42.50M (Peak 56.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:42.50M (Peak 56.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:42.50M (Peak 56.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:42.50M (Peak 56.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:42.62M (Peak 56.92M) | Time:00:00.05 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:42.62M (Peak 56.92M) | Time:00:00.05 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Background
Fra:1 Mem:42.62M (Peak 56.92M) | Time:00:00.05 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:42.62M (Peak 56.92M) | Time:00:00.05 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:42.62M (Peak 56.92M) | Time:00:00.05 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:42.62M (Peak 56.92M) | Time:00:00.05 | Mem:0.05M, Peak:0.05M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:42.75M (Peak 56.92M) | Time:00:00.05 | Mem:0.17M, Peak:0.17M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:42.75M (Peak 56.92M) | Time:00:00.05 | Mem:0.17M, Peak:0.17M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:42.75M (Peak 56.92M) | Time:00:00.05 | Mem:0.17M, Peak:0.17M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:42.75M (Peak 56.92M) | Time:00:00.05 | Mem:0.17M, Peak:0.17M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:42.75M (Peak 56.92M) | Time:00:00.05 | Mem:0.17M, Peak:0.17M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:45.21M (Peak 56.92M) | Time:00:00.05 | Mem:0.19M, Peak:0.19M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:45.16M (Peak 56.92M) | Time:00:00.05 | Mem:2.58M, Peak:2.58M | Scene, ViewLayer | Updating Geometry BVH Shared streetlight assembly 3/2 | Building BVH
Fra:1 Mem:45.16M (Peak 56.92M) | Time:00:00.05 | Mem:2.58M, Peak:2.58M | Scene, ViewLayer | Updating Geometry BVH Shared streetlight assembly 3/2 | Building BVH 0%
Fra:1 Mem:45.16M (Peak 56.92M) | Time:00:00.05 | Mem:2.59M, Peak:2.59M | Scene, ViewLayer | Updating Geometry BVH Shared tree • trunk and crown joined 2/2 | Building BVH
Fra:1 Mem:45.16M (Peak 56.92M) | Time:00:00.05 | Mem:2.59M, Peak:2.59M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:45.17M (Peak 56.92M) | Time:00:00.05 | Mem:2.59M, Peak:2.59M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:45.17M (Peak 56.92M) | Time:00:00.07 | Mem:20.29M, Peak:27.97M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:45.17M (Peak 56.92M) | Time:00:00.07 | Mem:20.29M, Peak:27.97M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:20.29M, Peak:27.97M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:28.91M, Peak:28.91M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:28.92M, Peak:28.92M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:28.92M, Peak:28.92M | Scene, ViewLayer | Updating Images
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:28.92M, Peak:28.92M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:28.92M, Peak:28.92M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:29.00M, Peak:29.00M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:53.79M (Peak 56.92M) | Time:00:00.08 | Mem:29.00M, Peak:29.00M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:53.80M (Peak 56.92M) | Time:00:00.08 | Mem:29.01M, Peak:29.01M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:53.80M (Peak 56.92M) | Time:00:00.08 | Mem:29.01M, Peak:29.01M | Scene, ViewLayer | Updating Film
Fra:1 Mem:53.80M (Peak 56.92M) | Time:00:00.08 | Mem:28.93M, Peak:29.01M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:53.80M (Peak 56.92M) | Time:00:00.08 | Mem:29.01M, Peak:29.01M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:53.80M (Peak 56.92M) | Time:00:00.08 | Mem:29.01M, Peak:29.01M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:53.81M (Peak 56.92M) | Time:00:00.08 | Mem:29.01M, Peak:29.01M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:53.81M (Peak 56.92M) | Time:00:00.08 | Mem:29.01M, Peak:29.01M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:158.27M (Peak 158.27M) | Time:00:01.26 | Remaining:00:36.59 | Mem:133.38M, Peak:133.38M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:202.21M (Peak 268.13M) | Time:00:42.44 | Mem:133.38M, Peak:133.38M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:202.21M (Peak 268.13M) | Time:00:42.44 | Mem:133.38M, Peak:133.38M | Scene, ViewLayer | Finished
Saved: '/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/renders/access_before.png'
Time: 00:42.62 (Saving: 00:00.17)

Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:42.47M (Peak 42.47M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:42.47M (Peak 42.47M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | River • fictional coordinates
Fra:1 Mem:42.47M (Peak 42.47M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_5-1
Fra:1 Mem:42.48M (Peak 42.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_0-4
Fra:1 Mem:42.48M (Peak 42.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_1-9
Fra:1 Mem:42.48M (Peak 42.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_1-2
Fra:1 Mem:42.48M (Peak 42.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_2-3
Fra:1 Mem:42.48M (Peak 42.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-12
Fra:1 Mem:42.48M (Peak 42.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-5
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_5-6
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-14
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-7
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_7-15
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_8-16
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_8-9
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_9-10
Fra:1 Mem:42.50M (Peak 42.50M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_10-18
Fra:1 Mem:42.50M (Peak 42.50M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_10-11
Fra:1 Mem:42.50M (Peak 42.50M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_11-19
Fra:1 Mem:42.50M (Peak 42.50M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_11-12
Fra:1 Mem:42.50M (Peak 42.50M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | BridgeRail_11-12
Fra:1 Mem:42.51M (Peak 42.51M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_12-20
Fra:1 Mem:42.51M (Peak 42.51M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_12-13
Fra:1 Mem:42.52M (Peak 42.52M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_13-21
Fra:1 Mem:42.52M (Peak 42.52M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_13-14
Fra:1 Mem:42.52M (Peak 42.52M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_14-22
Fra:1 Mem:42.52M (Peak 42.52M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_14-15
Fra:1 Mem:42.52M (Peak 42.52M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_15-23
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_16-24
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_16-17
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_17-25
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_17-18
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_19-27
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_20-28
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_20-21
Fra:1 Mem:42.53M (Peak 42.53M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_21-29
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_21-22
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_22-30
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_22-23
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_23-31
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_24-32
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_24-25
Fra:1 Mem:42.54M (Peak 42.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_25-33
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_25-26
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_26-34
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_26-27
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_27-35
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_28-29
Fra:1 Mem:42.55M (Peak 42.55M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_29-30
